model_id,file,predicted_class,confidence,top_classes,top_confidences,embeddings,success,model_name,confidence_pct
model_7,Hello1.mp3,stop,0.8756456971168518,"['stop', 'dog', 'four', 'down', 'cat']","[0.8756456971168518, 0.08215060830116272, 0.021064475178718567, 0.00517941964790225, 0.004914499819278717]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,87.56%
model_7,Eliza1.mp3,left,0.8174241185188293,"['left', 'tres', 'dos', 'right', 'bed']","[0.8174241185188293, 0.06212490424513817, 0.03849738463759422, 0.02091854251921177, 0.01844780705869198]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,81.74%
model_7,Skywalker_en-AU-jimm.mp3,five,0.9996678829193115,"['five', 'follow', 'four', 'three', 'seven']","[0.9996678829193115, 0.00033008281025104225, 1.281716095036245e-06, 7.24034919130645e-07, 3.9873871315876386e-08]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,99.97%
model_7,Skywalker_en-AU-kylie.mp3,seven,0.96026611328125,"['seven', 'forward', 'three', 'follow', 'five']","[0.96026611328125, 0.036891452968120575, 0.001139058847911656, 0.0009303902043029666, 0.0007353874389082193]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,96.03%
model_7,Thunderbolt_en-AU-jimm.mp3,forward,0.6733053922653198,"['forward', 'tiempo', 'dog', 'nombre', 'juego']","[0.6733053922653198, 0.16942492127418518, 0.07103395462036133, 0.049437060952186584, 0.01594153419137001]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,67.33%
model_7,Thunderbolt_en-AU-kylie.mp3,juego,0.8685533404350281,"['juego', 'cuatro', 'cero', 'stop', 'follow']","[0.8685533404350281, 0.11477813869714737, 0.006993049290031195, 0.006591275800019503, 0.0020619898568838835]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep14_sam_detected,86.86%
model_8,sam_1.wav,seven,0.7247772812843323,"['seven', 'stop', 'ciudad', 'five', 'down']","[0.7247772812843323, 0.2574273347854614, 0.015673711895942688, 0.0014295398723334074, 0.0002372931339778006]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,72.48%
model_8,sam_2.wav,canción,0.40559521317481995,"['canción', 'universidad', 'cuatro', 'ciudad', 'left']","[0.40559521317481995, 0.3214326798915863, 0.11101748049259186, 0.04640164598822594, 0.040007032454013824]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,40.56%
model_8,shambu_1.wav,two,0.7634913921356201,"['two', 'tiempo', 'stop', 'three', 'seven']","[0.7634913921356201, 0.09130260348320007, 0.029683507978916168, 0.02090311609208584, 0.019230714067816734]","tensor([[0.0000, 0.5727, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,76.35%
model_8,shambu_2.wav,two,0.9277535080909729,"['two', 'down', 'canción', 'ocho', 'dos']","[0.9277535080909729, 0.014751780778169632, 0.010690701194107533, 0.01007425133138895, 0.006657149642705917]","tensor([[0.0000, 0.0721, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,92.78%
model_8,alexa_1.wav,five,0.41150957345962524,"['five', 'right', 'house', 'universidad', 'encuentra']","[0.41150957345962524, 0.32767483592033386, 0.08207744359970093, 0.04608691856265068, 0.0256818737834692]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,41.15%
model_8,alexa_2.wav,five,0.29065483808517456,"['five', 'house', 'right', 'eight', 'ocho']","[0.29065483808517456, 0.22937405109405518, 0.2048235982656479, 0.08987698704004288, 0.04612994194030762]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,29.07%
model_8,alexa_3.wav,right,0.8550194501876831,"['right', 'five', 'three', 'eight', 'forward']","[0.8550194501876831, 0.08216441422700882, 0.027772193774580956, 0.006277963053435087, 0.005745997652411461]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,85.50%
model_8,alexa_4.wav,five,0.9547321796417236,"['five', 'right', 'nine', 'one', 'four']","[0.9547321796417236, 0.013137297704815865, 0.013054539449512959, 0.0064133815467357635, 0.005409046541899443]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,95.47%
model_8,alexa_5.wav,house,0.5273397564888,"['house', 'right', 'happy', 'three', 'eight']","[0.5273397564888, 0.2003503441810608, 0.0656946450471878, 0.06288233399391174, 0.038900453597307205]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,52.73%
model_8,shiva_1.wav,ciudad,0.7962126731872559,"['ciudad', 'two', 'zero', 'four', 'sheila']","[0.7962126731872559, 0.193056121468544, 0.005010245833545923, 0.0028205839917063713, 0.0018836748786270618]","tensor([[0.0000, 0.4723, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,79.62%
model_8,shiva_2.wav,ciudad,0.6489897966384888,"['ciudad', 'two', 'sheila', 'zero', 'three']","[0.6489897966384888, 0.34289538860321045, 0.002237737877294421, 0.0021129718516021967, 0.0009357505477964878]","tensor([[0.0000, 0.6659, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,64.90%
model_8,munez_2.wav,one,0.6598973870277405,"['one', 'learn', 'uno', 'follow', 'nueve']","[0.6598973870277405, 0.07984787225723267, 0.05331819877028465, 0.04325020685791969, 0.036433540284633636]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,65.99%
model_8,munez_3.wav,learn,0.47537872195243835,"['learn', 'nueve', 'encuentra', 'one', 'número']","[0.47537872195243835, 0.23654666543006897, 0.07912863045930862, 0.07228890061378479, 0.02417922206223011]","tensor([[0.0000, 0.0435, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,47.54%
model_8,nigga2.wav,vida,0.996405839920044,"['vida', 'visual', 'eight', 'cinco', 'universidad']","[0.996405839920044, 0.003237761789932847, 0.00019796098058577627, 4.022235225420445e-05, 3.88816260965541e-05]","tensor([[0.0000, 1.8338, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,99.64%
model_8,nigga3.wav,vida,0.9992652535438538,"['vida', 'ciudad', 'cinco', 'visual', 'left']","[0.9992652535438538, 0.0006999422330409288, 2.2771511794417165e-05, 5.4043102863943204e-06, 4.312539203965571e-06]","tensor([[0.0000, 2.4129, 0.0000,  ..., 0.0000, 0.0000, 0.0000]],
       device='cuda:0')",True,v27_ep9_sam_not_detected,99.93%
model_8,kallan_1.wav,color,0.8486930131912231,"['color', 'cuatro', 'follow', 'juego', 'cero']","[0.8486930131912231, 0.07606407254934311, 0.02932542935013771, 0.02094203606247902, 0.0038652827497571707]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,84.87%
model_8,kallan_2.wav,follow,0.475096195936203,"['follow', 'forward', 'juego', 'four', 'color']","[0.475096195936203, 0.2659473121166229, 0.1298009306192398, 0.0521671324968338, 0.03301554545760155]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,47.51%
model_8,Hello1.mp3,dog,0.3505401313304901,"['dog', 'four', 'two', 'follow', 'stop']","[0.3505401313304901, 0.28058555722236633, 0.15804994106292725, 0.07444247603416443, 0.0644204318523407]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,35.05%
model_8,Eliza1.mp3,left,0.9778925776481628,"['left', 'right', 'bed', 'dos', 'tres']","[0.9778925776481628, 0.008484765887260437, 0.003819013014435768, 0.001956794410943985, 0.0019254614599049091]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,97.79%
model_8,Skywalker_en-AU-jimm.mp3,five,0.9830789566040039,"['five', 'follow', 'four', 'forward', 'three']","[0.9830789566040039, 0.016616415232419968, 0.0002761797222774476, 1.7123915313277394e-05, 8.066617738222703e-06]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,98.31%
model_8,Skywalker_en-AU-kylie.mp3,follow,0.436775803565979,"['follow', 'five', 'forward', 'four', 'seven']","[0.436775803565979, 0.36943453550338745, 0.1607876718044281, 0.01856146566569805, 0.013950078748166561]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,43.68%
model_8,Thunderbolt_en-AU-jimm.mp3,tiempo,0.7216338515281677,"['tiempo', 'cinco', 'nombre', 'forward', 'stop']","[0.7216338515281677, 0.23712676763534546, 0.01928349770605564, 0.018956482410430908, 0.0013932975707575679]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,72.16%
model_8,Thunderbolt_en-AU-kylie.mp3,tiempo,0.36424317955970764,"['tiempo', 'juego', 'cuatro', 'cinco', 'stop']","[0.36424317955970764, 0.30214065313339233, 0.1743352711200714, 0.07705742865800858, 0.03449193760752678]","tensor([[0., 0., 0.,  ..., 0., 0., 0.]], device='cuda:0')",True,v27_ep9_sam_not_detected,36.42%
